,x,y,y err,x err
0,7.664138,0.6727067472476351,0.04996932136225021,0.10405696693638539
1,7.222179,0.5029713485867033,0.02214520520940748,0.20220216563133048
2,7.149927000000001,0.5860076245433838,0.013578643496432147,0.056437551895878686
3,7.633991,0.7186412352764165,0.024436880139021344,0.057387039791228125
4,7.912412,0.7431896054283539,0.02042713153792001,0.05922377682147602
5,7.4004509999999994,0.5837961776346698,0.0309828362137432,0.15347994621448105
6,7.496571,0.6130487939983948,0.020474009960238064,0.07084010918258102
7,7.598058,0.5615968909916422,0.023361836688643983,0.07485092785664049
8,7.8914,0.7958391432520288,0.02333489899026245,0.05974214362575216
9,7.511610000000001,0.5158905878972508,0.022588585455627423,0.09356676798949508
10,7.09046,0.5077237516867857,0.01683289775968281,0.08443219320259304
11,7.3425970000000005,0.5569988405309634,0.013236912893841477,0.05974499313750065
12,7.165642999999999,0.5427192700110374,0.021047327179947645,0.0924987092720758
13,7.257166000000001,0.578555062680986,0.01532163067945888,0.08495245437301974
14,7.352477,0.5045734663963946,0.017872227436102322,0.11631204682662927
15,7.784099,0.5349261879578825,0.01874868422074623,0.14672483702495634
16,7.8891,0.6565899040408767,0.02082379144553523,0.06231303845905767
17,7.357360000000001,0.6494435645428842,0.018231737572065653,0.11650920263223845
18,7.858458000000001,0.794358212346605,0.0243015175368966,0.05678917876673337
19,7.554005999999999,0.5932533074733581,0.013482617498818501,0.06215219308278671
20,7.880678,0.6051681500509791,0.15685622807874827,0.08369852883414379
21,7.912884,0.6620926826556839,0.02313379485487436,0.06244986912716471
22,7.412792,0.6807067006418349,0.021021803823941546,0.07098342617822839
23,7.486271,0.6531349642548139,0.02116284403878219,0.090185831725388
24,7.455992999999999,0.5816604560014732,0.01626819788051753,0.07161533554344349
25,7.467816,0.5550334995300162,0.015294551306405429,0.08189851300237386
26,7.5167839999999995,0.7369061441064982,0.0373984821086446,0.04977000978501009
27,7.8089759999999995,0.6436054520192499,0.020852199923034456,0.06392175524811565
28,7.710153999999999,0.6170085272590042,0.023039740314136144,0.055097910686340915
29,7.394597999999999,0.5877791282770081,0.019918097637023336,0.06300867531538812
30,7.805853,0.7795029349102437,0.020342056137484046,0.054304429699611065
31,7.418328,0.6869627051566803,0.017119954985800635,0.05643717438887244
32,7.666208,0.6361707610855616,0.02711852605461776,0.08111481137868719
33,8.601474000000001,0.7332767953275634,0.023051990856911956,0.036904616526933325
34,8.368466999999999,0.7550988541465851,0.042957392634299756,0.0660933668835232
35,7.418332,0.5609407801544164,0.024949800266572435,0.11447858605433595
36,8.089042,0.7134424935439212,0.025482255958377192,0.055773553768789015
37,7.157697,0.5279164706350549,0.03124455955188812,0.13440602064267806
38,7.955771,0.6135418305478394,0.01596556533671076,0.04785289413400197
39,7.639958,0.7265464591404575,0.03219643026456235,0.07991656642398996
40,7.388189,0.6293596501586969,0.021767164027317175,0.09064627046381997
41,8.275685000000001,0.9950838804928603,0.03660703850066671,0.04495198572922002
42,7.882439999999999,0.657300161860483,0.020506966847735536,0.08338431716456039
43,7.636678999999999,0.6971029939402227,0.020531447904040517,0.050996171670038136
44,7.110938000000001,0.5203855970162486,0.011972000434169497,0.11872350050432307
45,7.599553,0.6700339644781484,0.016432386341104083,0.07083325920074553
46,7.936023,0.6340993749772283,0.01873224791387474,0.04998278369598877
47,7.933946000000001,0.5983830631111322,0.025526591146886223,0.06227485898016952
48,7.5520369999999994,0.584229493409567,0.02300710364638947,0.08698662247725222
49,7.681717,0.5516523743773235,0.014533340467733294,0.0642628480539106
50,8.109249,0.7492388364019675,0.02672479086904823,0.05445114115424946
51,8.143884,0.6623736120142218,0.018003638252472833,0.041114446816173995
52,7.749383,0.5655375514269747,0.01836675515642403,0.07570023865219977
53,7.7978380000000005,0.594899935745009,0.014124514599769333,0.06161396257342973
54,8.001244999999999,0.6040339857735977,0.02787398856733846,0.08068034608874704
55,7.590510000000001,0.6976296016738948,0.019607224380754445,0.09108812916071996
56,7.496355,0.5632637321753939,0.02733059254331039,0.09782018444063577
57,7.67715,0.6362048322271309,0.014495218702216234,0.11184915935759195
58,7.803577000000001,0.7198458053093195,0.022401923467112145,0.04787538478174353
59,7.616391999999999,0.5753227789838063,0.012509249755975296,0.07884484255168502
60,7.3928210000000005,0.6097423316318998,0.016508801806867247,0.055797338260888396
61,7.881628,0.5788554359935497,0.015735336551272332,0.07999067438770596
62,8.166738,0.5716263687474518,0.0161797885073891,0.07169889759961447
63,7.416603,0.5997226494898785,0.026606487264176065,0.08537504542312115
64,8.47926,0.6841388860823381,0.040060219838949584,0.07741696574395046
65,7.729506,0.5357486636042744,0.021883299253517542,0.07322835093732481
66,7.641189999999999,0.5778022227256358,0.0233369070673973,0.11032016157076638
67,7.8875779999999995,0.7523664636743116,0.027245762834419134,0.031686117622706636
68,7.545580999999999,0.49656552647776053,0.016254508681214815,0.07819417475106442
69,8.174572999999999,0.6747727817132215,0.02331431871518517,0.06316078179535145
70,7.8908119999999995,0.6059551512493266,0.030175273298981228,0.08399909752491393
71,7.896789999999999,0.701176709762914,0.015052211248434337,0.02786855575734056
72,8.384808,0.8385519120333573,0.022328111277012147,0.028310437598172162
73,7.925541,0.6898077419310016,0.0332485325151263,0.04274316939582277
74,7.876246000000001,0.6117887088022012,0.03388744249787581,0.045945564366976714
75,8.374326,0.7771800899650705,0.025061158151287222,0.0787321784913894
76,8.28035,0.7166448972989825,0.018982002139578548,0.040132417283288584
77,8.185015,0.5642946710771235,0.01814423183609324,0.1508020305964081
78,8.016696000000001,0.6835456318742614,0.024295483377338088,0.05175566710032825
79,7.945566,0.5966511423008808,0.024473921184573248,0.11750927022579964
80,7.936363,0.6915453154381781,0.027892252882708853,0.08199569842985667
81,7.8570839999999995,0.7480582242737924,0.0567246805180932,0.055157116938795846
82,7.665777,0.5601296254757684,0.04019380087164697,0.18840289894001103
83,8.793042999999999,0.8731427889335407,0.02726702348142732,0.03124814229678302
84,7.785566,0.5683151123649001,0.017732381348943616,0.1065273929184414
85,8.560149000000001,0.676491652582418,0.03587038649473085,0.05663332133117393
86,8.143935,0.6966569369607095,0.02318515707088119,0.045832138603822535
87,7.668021,0.5313457955796844,0.023659088290652008,0.15745768501410148
88,7.372311,0.5783475812842508,0.03455729921420536,0.23343571819668044
89,8.213905,0.674474946935322,0.027135737602480715,0.04818367943609122
90,8.032625,0.6214253436589945,0.019402752063482173,0.04966385290128022
91,7.371725,0.5808254499763401,0.02895538438812656,0.14005164721630375
92,7.829003,0.6147141467598581,0.02208724040102063,0.09050523172170767
93,7.752756,0.6067786742213376,0.020594914899873813,0.09442432973021306
94,8.08351,0.5870388017034252,0.014113744790894367,0.058421230199303405
95,8.035283999999999,0.597009393518203,0.023450633107323426,0.06267871946681744
96,8.175119,0.7808621124460189,0.03324551084824159,0.02761841143150706
97,8.063323,0.6564065361924162,0.019087551363314397,0.027538718670264962
98,7.959642999999999,0.6864750474233248,0.018407280000179348,0.030887731059435233
99,8.673910000000001,0.9257218802656048,0.042808173830069685,0.041963911018874304
100,7.799028999999999,0.6128025399375427,0.01989819959024819,0.06451854674432772
101,8.534211,0.7208857684734402,0.04290523002945027,0.06944489988472875
102,7.811232,0.5244942467978734,0.01500928010822342,0.14237095802866537
103,7.780975,0.5494050715852506,0.018707816969582142,0.35020463744073976
104,8.442247,0.7110338870175852,0.02875253109727448,0.12334503155782157
105,7.828948,0.6073902542987358,0.023204076005730708,0.0648512026796728
106,8.018221,0.685493271455498,0.02204227806204828,0.0574991070278487
107,8.312621,0.714876921914668,0.04835791846383185,0.06831610417756563
108,8.089037,0.716569972864565,0.03281410653621733,0.07963122222470279
109,7.68226,0.6466341536491382,0.12957873145231216,0.1823847044162421
110,8.386807000000001,0.6389800685906434,0.023897250136310725,0.059204244180632866
111,8.232813,0.8013856499420536,0.054816981912744214,0.06023235317501716
112,8.258536,0.7215641660739933,0.03310042838225171,0.05334801471470143
113,8.458902,0.7229544900253605,0.023261194774086048,0.044796837667406844
114,8.209113,0.6457477624188698,0.01791641494976146,0.03448806896594821
115,8.281713,0.7691964437479771,0.028710782527876705,0.06459855300236995
